#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-15T13:04:41 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-15T13:04:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/625/A14/table5&-source=J/A+A/625/A14/table5&-out=SourceId&-out=RA_ICRS&-out=DE_ICRS&-out=o_Gmag&-out=o_GBPmag&-out=o_GRPmag&-out=Per&-out=Gmag&-out=GBPmag&-out=GRPmag&-out=Plx&-out=e_Plx&-out=E(BP/RP)&-out=epsi&-out=Signiepsi&-out=RUWE&-out=Class&-out=New&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36250014
#Name: J/A+A/625/A14
#Title: Reclassification of Cepheids in the Gaia DR2 (Ripepi+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	creator=Ripepi V.	    First author or institution
#INFO	cites=bibcode:2019A&A...625A..14R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/625/A14	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36250014	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-02-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_625_A14_table5:
#Name: J/A+A/625/A14/table5
#Title: Reclassification of the Cepheids in Gaia DR2
#Column	SourceId	(I19)	Gaia DR2 source identification	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F9.5)	Right ascension (ICRS) at epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS) at epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	o_Gmag	(I3)	Number of epochs in G	[ucd=meta.number]
#Column	o_GBPmag	(I3)	Number of epochs in GBP	[ucd=meta.number]
#Column	o_GRPmag	(I3)	Number of epochs in GRP	[ucd=meta.number]
#Column	Per	(F11.6)	Period	[ucd=time.period]
#Column	Gmag	(F6.3)	Intensity averaged magnitudes in G	[ucd=phot.mag;em.opt]
#Column	GBPmag	(F6.3)	Intensity averaged magnitudes in GBP	[ucd=phot.mag;em.opt.B]
#Column	GRPmag	(F6.3)	Intensity averaged magnitudes in GRP	[ucd=phot.mag;em.opt.R]
#Column	Plx	(F7.3)	Parallax	[ucd=pos.parallax]
#Column	e_Plx	(F6.3)	Error on parallax	[ucd=stat.error;pos.parallax]
#Column	E(BP/RP)	(F6.3)	Excess of flux in the BP and RP integrated photometry with respect to the G band	[ucd=phot.flux;arith.ratio]
#Column	epsi	(F6.3)	Excess noise of the source	[ucd=stat.fit.param]
#Column	Signiepsi	(F8.3)	Significance of epsi	[ucd=stat.fit.goodness]
#Column	RUWE	(F6.3)	Renormalised unit weight error	[ucd=phys.atmol.weight]
#Column	Class	(a13)	Variability classification from from present work	[ucd=meta.code;src.var]
#Column	New	(A1)	[N] Flag "N" to denote a cepheid not known in the literature	[ucd=meta.code]
SourceId;RA_ICRS;DE_ICRS;o_Gmag;o_GBPmag;o_GRPmag;Per;Gmag;GBPmag;GRPmag;Plx;e_Plx;E(BP/RP);epsi;Signiepsi;RUWE;Class;New
5521400228203695232;123.35129;-42.27568; 29; 22; 24;   1.001890;16.049;16.935;15.150;  0.038; 0.044; 1.342; 0.000;   0.000; 0.948;DCEP_F       ;N
4614893332502359040;071.40103;-83.98424; 24; 20; 17;   1.003890;17.958;18.222;17.382;  0.133; 0.124; 1.375; 0.000;   0.000; 0.973;ACEP_F       ;
4708238463790545920;005.67645;-65.43387; 32; 29; 32;   1.004090;18.564;18.827;18.183; -0.046; 0.151; 1.208; 0.000;   0.000; 1.023;ACEP_F       ;
5404319076105537280;168.74020;-30.05614; 37; 33; 32;   1.004350;16.974;17.275;16.625;  0.035; 0.080; 1.210; 0.000;   0.000; 1.006;RRAB         ;
5399618148500891264;170.58838;-34.28360; 55; 54; 55;   1.006690;14.871;15.112;14.468;  0.054; 0.033; 1.213; 0.000;   0.000; 1.109;ACEP_F       ;
5876217269099607424;228.30433;-61.01496; 40; 17; 19;   1.006900;16.509;17.177;15.570;  0.080; 0.061; 1.399; 0.167;   1.513; 1.082;ACEP_F       ;N
6704675469269150976;281.75811;-47.35349; 16; 16; 17;   1.007320;14.877;15.234;14.558;  0.073; 0.033; 1.216; 0.000;   0.000; 1.149;BLHER        ;
2195343499374100224;309.04947;+62.32760; 45; 37; 36;   1.008610;18.983;19.425;18.286;  0.070; 0.196; 1.321; 0.000;   0.000; 0.986;OTHER        ;
6786226555939312256;321.90257;-29.83994; 24; 24; 24;   1.009510;14.253;14.499;13.819;  0.140; 0.060; 1.239; 0.000;   0.000; 1.115;BLHER        ;N
6636621197069927424;283.17300;-58.68332; 47; 41; 44;   1.009950;15.038;15.344;14.548;  0.071; 0.035; 1.217; 0.000;   0.000; 1.074;BLHER        ;
5542032357742851712;125.44982;-37.46816; 27; 28; 27;   1.010870;16.297;17.083;15.379;  0.007; 0.049; 1.340; 0.000;   0.000; 0.977;DCEP_1O      ;N
5502483847893261568;100.27596;-50.88845; 24; 22; 20;   1.011000;18.622;18.754;18.200;  0.094; 0.153; 1.245; 0.000;   0.000; 0.957;ACEP_1O      ;
1423905186179825536;249.03064;+51.41912; 23; 17; 17;   1.012200;14.818;15.074;14.391;  0.080; 0.026; 1.223; 0.000;   0.000; 0.978;BLHER        ;
4038015379997952512;272.99766;-36.11122; 18; 15; 15;   1.014950;11.798;12.838;10.855;  0.157; 0.043; 1.388; 0.000;   0.000; 0.999;OTHER        ;
5863775023734439552;201.97391;-65.83820; 31; 32; 32;   1.015980;16.479;17.194;15.556;  0.117; 0.054; 1.354; 0.000;   0.000; 1.125;BLHER        ;N
5803939841399454592;265.05280;-71.48701; 37; 34; 34;   1.016190;12.978;13.217;12.706;  0.104; 0.019; 1.221; 0.000;   0.000; 0.984;ACEP_F       ;
2026857124982231296;298.26073;+26.06881; 44; 41; 37;   1.017650;15.168;16.277;14.094;  0.253; 0.034; 1.405; 0.141;   3.152; 1.069;BLHER        ;N
4652312599416423040;068.88711;-74.56297; 26; 23; 21;   1.017870;17.026;17.301;16.592;  0.015; 0.068; 1.218; 0.000;   0.000; 1.018;DCEP_1O      ;
4594729766718946304;265.52038;+27.75574; 38; 38; 36;   1.019770;16.826;16.982;16.469; -0.073; 0.056; 1.273; 0.120;   0.560; 1.018;ACEP_F       ;
4649732762885142272;077.24295;-73.85941; 22; 20; 19;   1.022680;17.061;17.348;16.578; -0.066; 0.075; 1.230; 0.000;   0.000; 0.942;DCEP_1O      ;
4907074387075255424;010.41778;-58.49696; 33; 28; 29;   1.024130;18.674;18.802;18.193; -0.074; 0.164; 1.319; 0.000;   0.000; 1.011;ACEP_F       ;N
5844822466883453056;198.43814;-68.88641; 31; 27; 27;   1.025580;14.565;15.010;14.002;  0.056; 0.026; 1.240; 0.000;   0.000; 1.078;ACEP_F       ;
4649192288497291776;074.68888;-75.02805; 23; 21; 20;   1.027020;16.837;17.105;16.424;  0.006; 0.069; 1.206; 0.187;   1.046; 1.067;DCEP_MULTI   ;
5446743972782689920;155.78336;-34.13847; 31; 27; 28;   1.031970;15.042;15.312;14.590;  0.040; 0.034; 1.231; 0.053;   0.402; 1.164;ACEP_F       ;N
5265845860154530304;091.98780;-73.47132; 24; 21; 23;   1.033410;17.925;18.228;17.523;  0.024; 0.128; 1.260; 0.000;   0.000; 0.920;ACEP_F       ;
5280412430713809024;099.91805;-67.19504; 72; 66; 67;   1.037160;17.268;17.436;16.949;  0.028; 0.076; 1.199; 0.090;   0.175; 1.047;ACEP_1O      ;
6379351625245757568;359.99997;-75.19496; 26; 23; 20;   1.037770;17.682;17.985;17.363; -0.159; 0.141; 1.219; 0.000;   0.000; 1.028;DCEP_F       ;
4246675031618783104;306.20084;+06.03437; 33; 29; 31;   1.039430;15.852;16.163;15.470; -0.161; 0.071; 1.231; 0.000;   0.000; 0.997;ACEP_F       ;
5978491160724704000;255.59581;-33.31773; 29; 26; 25;   1.039760;16.266;16.679;15.470;  0.020; 0.075; 1.396; 0.000;   0.000; 0.983;ACEP_1O      ;N
4703273275437711232;002.13345;-69.29635; 33; 31; 28;   1.039800;17.401;17.536;17.129; -0.122; 0.078; 1.199; 0.154;   0.541; 1.031;ACEP_1O      ;
5860021737714232576;190.95445;-65.86875; 37; 34; 34;   1.039850;15.639;16.138;14.775;  0.153; 0.049; 1.432; 0.325;  11.133; 1.576;DCEP_1O      ;N
2077108036182676224;295.57837;+42.09575; 27; 26; 26;   1.044720;14.896;15.259;14.324;  0.412; 0.024; 1.243; 0.000;   0.000; 1.052;OTHER        ;
6899899256340129664;308.19834;-13.05143; 22; 17; 16;   1.046570;15.766;16.123;15.404;  0.117; 0.080; 1.228; 0.000;   0.000; 1.025;ACEP_F       ;
4051686608879712640;277.11621;-27.43690; 17; 16; 16;   0.467520;15.764;16.085;15.262;  0.401; 0.103; 1.274; 0.450;  10.490; 1.599;RRAB         ;
6762216142577779200;287.03177;-29.18970; 15; 12; 12;   0.556310;16.232;16.486;15.806; -0.144; 0.115; 1.127; 0.128;   0.651; 1.055;RRAB         ;
4690203483799384832;012.47494;-70.52511; 30; 26; 27;   1.054130;16.865;17.063;16.512; -0.031; 0.062; 1.205; 0.000;   0.000; 0.987;DCEP_1O      ;
3512489435092796416;197.27323;-15.50242; 17; 16; 16;   1.054740;11.363;12.286;10.456;  0.164; 0.038; 1.437; 0.000;   0.000; 0.977;OTHER        ;
4594904554708230784;262.89822;+26.70087; 37; 33; 34;   1.055220;15.416;15.671;15.017;  0.055; 0.027; 1.235; 0.000;   0.000; 1.033;ACEP_F       ;
3657943793971994112;209.92382;-02.04046; 16; 13; 13;   1.055430;15.916;17.056;14.894; -0.088; 0.069; 1.369; 0.173;   1.817; 1.012;OTHER        ;
5879216457587855872;220.33866;-58.95261; 29; 23; 22;   1.056200;17.350;19.404;15.967; -0.009; 0.128; 1.677; 0.626;   7.272; 1.082;DCEP_1O      ;N
4705205254805823232;014.00111;-66.92938; 28; 26; 26;   1.059240;17.903;17.988;17.612;  0.097; 0.116; 1.292; 0.293;   0.889; 1.046;ACEP_F       ;
4650448854192694144;084.54695;-73.04031; 20; 17; 16;   1.059370;17.058;17.373;16.555;  0.014; 0.075; 1.226; 0.000;   0.000; 0.992;DCEP_1O      ;
4518466845645809792;282.86151;+19.43612; 44; 39; 40;   1.060170;18.342;18.726;17.751;  0.033; 0.273; 1.281; 0.000;   0.000; 1.010;ACEP_F       ;N
1360405396085147008;259.28170;+43.12260; 29; 24; 25;   1.061370;14.063;14.136;13.511;  0.052; 0.020; 1.379; 0.124;   3.435; 1.256;ACEP_F       ;
4711142067840447360;021.61608;-64.87535; 33; 29; 26;   1.064470;17.857;18.054;17.405; -0.017; 0.103; 1.282; 0.000;   0.000; 0.991;DCEP_F       ;
5264781017499895936;090.70098;-74.81688; 25; 25; 24;   1.064560;17.000;17.311;16.473;  0.085; 0.076; 1.225; 0.000;   0.000; 0.960;DCEP_1O      ;
5262612604471337344;112.55193;-74.18419; 26; 24; 21;   1.068460;16.962;17.272;16.466;  0.185; 0.065; 1.251; 0.111;   0.357; 1.026;DCEP_1O      ;
4705079227581740800;020.06143;-65.71065; 29; 27; 27;   1.070170;15.375;15.645;15.064; -0.038; 0.029; 1.202; 0.064;   0.461; 1.075;ACEP_F       ;
5210112955767640064;125.16363;-77.96649; 22; 18; 18;   1.070490;16.251;16.443;15.871;  0.001; 0.045; 1.245; 0.232;   3.163; 1.155;ACEP_F       ;
6706271066812800128;271.04957;-49.29617; 16; 14; 14;   1.075540;16.705;16.962;16.290; -0.010; 0.090; 1.297; 0.140;   0.535; 1.070;---          ;
4636454029673286400;017.74748;-75.46487; 21; 20; 19;   1.075790;16.928;17.124;16.557; -0.084; 0.073; 1.228; 0.103;   0.298; 1.004;DCEP_1O      ;
6790999879512924800;320.71679;-26.13463; 26; 23; 23;   1.076320;16.196;16.422;15.933; -0.037; 0.081; 1.201; 0.000;   0.000; 0.988;ACEP_F       ;
2021948080482489600;294.55260;+26.17951; 34; 28; 30;   1.076570;17.520;18.563;16.410; -0.260; 0.108; 1.462; 0.000;   0.000; 0.987;---          ;
6198435748631448832;222.46200;-38.88568; 16; 14; 14;   1.076840;14.804;15.014;14.410; -0.083; 0.057; 1.267; 0.124;   1.827; 1.207;ACEP_F       ;
4127045142869149952;253.22630;-21.33712; 34; 33; 31;   1.076950;15.371;15.733;14.785;  0.089; 0.057; 1.261; 0.000;   0.000; 0.962;BLHER        ;N
5513266968886279168;122.09101;-51.55728; 27; 21; 20;   1.076980;18.590;19.045;17.800;  0.056; 0.166; 1.345; 0.451;   0.986; 1.132;OTHER        ;
6380150523521598080;356.86780;-72.30288; 26; 22; 23;   1.080520;17.883;18.203;17.567;  0.054; 0.129; 1.277; 0.000;   0.000; 0.973;ACEP_F       ;
5829124803774708224;241.58886;-63.41735; 32; 25; 26;   1.081590;16.995;17.340;16.546; -0.143; 0.090; 1.247; 0.000;   0.000; 1.054;ACEP_F       ;N
6380163752021847808;357.40650;-72.20606; 29; 22; 25;   1.082170;17.728;17.991;17.381;  0.024; 0.138; 1.265; 0.367;   1.695; 1.087;ACEP_F       ;N
6008278614231966976;236.40949;-39.51723; 35; 34; 36;   1.082960;15.614;15.969;15.074;  0.045; 0.049; 1.236; 0.000;   0.000; 1.016;ACEP_F       ;
 457599392117044224;037.51571;+56.69572; 26; 22; 25;   1.083620;14.255;14.772;13.581;  0.085; 0.028; 1.256; 0.000;   0.000; 0.944;DCEP_1O      ;
4354638758410134272;250.88923;-03.65077; 38; 33; 32;   1.083640;15.557;15.914;14.998;  0.072; 0.039; 1.258; 0.000;   0.000; 0.997;ACEP_F       ;
6209743435448380288;231.17446;-29.75300; 21; 19; 16;   1.084920;15.828;16.284;15.285;  0.095; 0.060; 1.238; 0.000;   0.000; 0.975;ACEP_F       ;
5845572265108049408;201.99387;-67.41710; 40; 35; 32;   1.086560;14.621;15.090;13.979;  0.140; 0.022; 1.256; 0.000;   0.000; 0.928;DCEP_MULTI   ;N
4649292305396315904;075.79134;-74.77767; 27; 24; 25;   1.087250;16.906;17.169;16.471; -0.051; 0.060; 1.235; 0.166;   0.846; 1.064;DCEP_1O      ;
6666081030586994304;304.23550;-51.25320; 30; 24; 25;   1.090610;13.636;14.012;13.418;  0.062; 0.027; 1.262; 0.090;   2.240; 1.392;ACEP_F       ;
4757456147604475392;081.34978;-62.60265; 21; 16; 16;   1.090980;16.361;16.574;16.010;  0.062; 0.058; 1.228; 0.000;   0.000; 0.998;DCEP_1O      ;
1816085861226864768;305.32904;+18.43783; 26; 22; 22;   1.091920;12.117;12.415;11.674;  0.343; 0.039; 1.207; 0.000;   0.000; 0.998;BLHER        ;
3957605350136675712;192.88511;+24.12265; 49; 44; 44;   1.095720;15.429;15.576;15.146;  0.021; 0.063; 1.213; 0.050;   0.363; 1.049;ACEP_F       ;
1864510384846442752;314.88035;+30.30963; 68; 66; 62;   1.096320;15.181;15.388;14.756;  0.159; 0.036; 1.238; 0.000;   0.000; 1.031;OTHER        ;
5984686633766186752;239.21288;-47.24860; 32; 26; 30;   1.100060;17.533;18.718;16.430; -0.089; 0.121; 1.446; 0.123;   0.259; 0.947;DCEP_1O      ;N
5978153915467156992;257.17120;-34.22662; 39; 40; 41;   1.100370;16.062;16.906;15.104;  0.033; 0.062; 1.365; 0.000;   0.000; 0.980;DCEP_1O      ;N
6271381988580370304;216.71134;-26.27883; 16; 15; 14;   1.100500;14.261;14.522;13.818;  0.104; 0.028; 1.230; 0.000;   0.000; 1.061;BLHER        ;
4101364914950077568;286.21368;-14.05584; 16; 12; 12;   1.100620;16.441;16.909;15.894;  0.141; 0.067; 1.252; 0.000;   0.000; 0.974;OTHER        ;
2409340558427973248;351.82896;-12.64747; 18; 15; 12;   1.107690;13.773;13.951;13.447;  0.040; 0.040; 1.184; 0.082;   1.119; 1.194;BLHER        ;
5280952256562534784;106.38399;-67.14481; 52; 44; 45;   1.112290;16.668;17.237;15.962;  0.352; 0.061; 1.252; 0.146;   0.776; 1.067;DCEP_1O      ;
4352629469629411840;247.70599;-05.50547; 43; 36; 36;   1.115920;11.835;12.273;11.285;  0.359; 0.045; 1.338; 0.000;   0.000; 1.276;ACEP_F       ;
4639539705975935360;050.85364;-74.96868; 27; 24; 25;   1.116400;17.832;18.120;17.498;  0.090; 0.114; 1.259; 0.000;   0.000; 0.949;DCEP_F       ;
4909045712639882496;019.20811;-59.23468; 29; 27; 28;   1.116590;14.222;14.430;13.848;  0.054; 0.018; 1.211; 0.056;   0.716; 1.162;ACEP_F       ;
1865829347816710400;313.95970;+32.59294; 39; 38; 30;   1.119280;18.173;18.589;17.491;  0.213; 0.154; 1.283; 0.000;   0.003; 1.028;OTHER        ;
5351436724362450304;157.99176;-58.24496; 30; 28; 28;   1.119360;11.085;11.622;10.413;  0.389; 0.030; 1.246; 0.000;   0.000; 1.038;DCEP_1O      ;
2002398042143268736;340.86752;+53.92935; 34; 30; 29;   1.120640;11.344;11.620;10.919;  2.650; 0.067; 1.202; 0.250;  24.951; 1.941;OTHER        ;
5436488690393069824;144.70071;-36.46887; 45; 43; 41;   1.120860;16.159;16.433;15.708; -0.054; 0.050; 1.218; 0.000;   0.000; 0.934;BLHER        ;N
4698416118397803776;025.20499;-67.49499; 35; 28; 28;   1.122580;14.198;14.299;13.854; -0.023; 0.022; 1.290; 0.167;   6.837; 1.273;ACEP_F       ;
6722133961584285696;277.23955;-42.69743; 17; 14; 16;   1.124870;14.885;15.170;14.421;  0.044; 0.053; 1.215; 0.000;   0.000; 1.023;OTHER        ;
4707189186100201088;006.94018;-66.41274; 34; 29; 31;   1.125780;17.644;17.798;17.350; -0.017; 0.093; 1.205; 0.000;   0.000; 0.934;ACEP_1O      ;
1271000295994160128;232.04522;+27.30046; 51; 44; 40;   1.126180;17.021;17.201;16.679; -0.016; 0.069; 1.215; 0.000;   0.000; 0.991;BLHER        ;
5572641588918519936;092.80683;-41.80124; 27; 20; 22;   1.126580;18.286;18.475;17.945;  0.016; 0.151; 1.315; 0.221;   0.292; 1.060;ACEP_F       ;N
6744482046508964736;292.02283;-34.14174; 20; 16; 17;   1.127740;18.160;18.498;17.786; -0.078; 0.167; 1.227; 0.000;   0.000; 0.954;---          ;
4296034376370310144;292.98705;+08.05287; 33; 31; 33;   1.128150;15.599;16.008;15.022; -0.051; 0.051; 1.241; 0.000;   0.000; 1.064;DCEP_1O      ;N
4649121747955000448;077.26192;-74.66745; 29; 25; 25;   1.129380;16.842;17.133;16.412;  0.080; 0.053; 1.194; 0.000;   0.000; 1.040;DCEP_1O      ;
1335766375592634752;261.55320;+34.65404; 29; 28; 30;   1.137520;13.884;14.132;13.475;  0.081; 0.015; 1.210; 0.000;   0.000; 1.171;BLHER        ;
2369538890337581056;012.51167;-17.60749; 30; 26; 24;   1.137640;15.419;15.598;15.190;  0.044; 0.053; 1.269; 0.112;   1.259; 1.143;BLHER        ;
5873876649369353600;222.93879;-64.14354; 70; 67; 68;   1.137930;17.251;18.057;16.325; -0.109; 0.089; 1.350; 0.000;   0.000; 0.939;BLHER        ;N
4118005164433551744;264.19665;-21.57471; 18; 14; 16;   1.138280;15.893;16.401;14.963;  0.205; 0.055; 1.475; 0.000;   0.000; 0.946;---          ;
1823617898156364160;301.56210;+20.73620; 36; 32; 32;   1.139920;17.084;17.656;16.487; -0.158; 0.093; 1.243; 0.000;   0.000; 1.024;ACEP_F       ;N
6388401494999249280;359.61640;-68.76654; 31; 27; 25;   1.141380;17.313;17.488;17.021; -0.054; 0.073; 1.208; 0.000;   0.000; 1.012;DCEP_1O      ;
6022865079094081536;243.37568;-35.44766; 59; 55; 55;   1.142710;16.364;16.701;15.845;  0.133; 0.082; 1.223; 0.000;   0.000; 1.008;---          ;
4690768156035338624;018.95551;-70.54573; 29; 20; 24;   1.142920;17.533;17.823;17.091;  0.067; 0.089; 1.307; 0.000;   0.000; 0.998;DCEP_F       ;
4691907009561849088;013.52583;-70.09840; 33; 23; 28;   1.144220;17.385;17.610;17.003; -0.044; 0.084; 1.183; 0.223;   0.919; 1.061;DCEP_1O      ;
5610147893350949504;107.91737;-26.97786; 36; 35; 35;   1.144350;13.224;13.556;12.708;  0.047; 0.018; 1.225; 0.000;   0.000; 0.956;DCEP_1O      ;
4757580426778468480;083.23229;-62.74256; 24; 22; 23;   1.145390;16.581;16.846;16.190;  0.054; 0.051; 1.206; 0.000;   0.000; 1.021;DCEP_1O      ;
4108763872339455104;256.42402;-27.41959; 19; 18; 17;   1.145770;16.155;16.610;15.433;  0.026; 0.064; 1.309; 0.000;   0.000; 1.065;---          ;
4757352209396545664;082.53930;-63.27145; 31; 21; 22;   1.150170;16.744;17.029;16.281; -0.015; 0.046; 1.207; 0.128;   0.641; 1.096;DCEP_1O      ;
4117130567344719232;266.37656;-21.56332; 17; 16; 16;   1.153360;15.566;16.658;14.461;  0.121; 0.052; 1.438; 0.104;   0.697; 0.958;DCEP_1O      ;
4077490291331290368;278.75571;-24.01232; 15; 14; 14;   1.153860;14.346;14.713;13.764;  0.088; 0.040; 1.256; 0.000;   0.000; 0.964;---          ;
6213841310986885248;232.01330;-26.00102; 23; 20; 20;   1.153880;11.628;12.345;10.791;  1.956; 0.039; 1.347; 0.000;   0.000; 1.282;OTHER        ;
4703965697180635136;009.31520;-67.04117; 32; 25; 26;   1.157290;17.890;18.118;17.433; -0.055; 0.099; 1.219; 0.000;   0.000; 0.893;DCEP_F       ;
5003212183410989696;014.89146;-33.65862; 64; 45; 56;   1.157760;18.770;18.926;17.515;  0.119; 0.219; 1.265; 0.000;   0.000; 0.972;ACEP_F       ;
4666616485480394368;060.40851;-69.47789; 30; 27; 25;   1.159050;16.294;16.454;15.900; -0.084; 0.045; 1.246; 0.258;   3.603; 1.174;DCEP_F       ;
4084232324748031616;289.80262;-18.95578; 17; 14; 16;   1.159520;16.594;16.823;16.172; -0.030; 0.077; 1.241; 0.000;   0.000; 0.985;---          ;
6225221325055140864;223.65032;-27.58212; 17; 13; 13;   1.161990;15.817;16.130;15.493;  0.060; 0.053; 1.189; 0.000;   0.000; 1.048;OTHER        ;
5604731630351388928;109.71092;-32.64398; 29; 24; 24;   1.163240;12.742;13.021;12.293;  0.060; 0.023; 1.182; 0.000;   0.000; 0.881;DCEP_1O      ;
4693976423589147648;027.99098;-69.98706; 29; 26; 27;   1.164120;17.175;17.365;16.804; -0.023; 0.068; 1.212; 0.000;   0.000; 1.010;DCEP_1O      ;
5237294738660182912;173.70859;-65.08935; 27; 22; 23;   1.164530;16.561;17.596;15.484;  0.012; 0.054; 1.426; 0.000;   0.000; 0.972;DCEP_1O      ;N
1208200864738741376;229.11868;+16.44430; 28; 26; 28;   1.165470;11.851;12.216;11.516;  0.247; 0.036; 1.246; 0.000;   0.000; 1.137;ACEP_F       ;
2863845508203281024;005.68578;+33.82597; 36; 34; 29;   1.167070;15.685;15.889;15.280;  0.054; 0.059; 1.215; 0.000;   0.000; 1.081;ACEP_F       ;
5265006108149270016;091.76627;-74.14746; 25; 21; 23;   1.169910;16.915;17.272;16.393; -0.123; 0.059; 1.233; 0.000;   0.000; 1.041;DCEP_1O      ;
4703373747608086272;005.59416;-68.47642; 35; 27; 28;   1.173060;17.241;17.383;16.887; -0.118; 0.071; 1.228; 0.000;   0.000; 0.897;DCEP_1O      ;
4161946665611276416;265.86173;-12.65456; 14; 14; 12;   1.173880;16.277;16.773;15.459;  0.207; 0.084; 1.329; 0.092;   0.333; 1.037;OTHER        ;
4106982182477514624;282.19238;-10.44587; 18; 16; 16;   1.174740;15.506;16.210;14.896;  0.275; 0.046; 1.261; 0.000;   0.000; 1.012;---          ;
4691081375113472256;020.83822;-70.57775; 29; 25; 25;   1.175640;17.328;17.451;17.018; -0.122; 0.076; 1.407; 0.175;   0.638; 1.030;DCEP_F       ;
 382372112206462336;007.23074;+43.03351; 20; 17; 18;   1.178130;13.345;13.548;12.996;  0.083; 0.036; 1.195; 0.000;   0.000; 1.070;BLHER        ;
4396509638666473856;237.94412;-06.90622; 36; 34; 31;   1.180000;15.172;15.487;14.661; -0.008; 0.043; 1.224; 0.069;   0.638; 1.126;ACEP_F       ;
4690696550340676864;019.82889;-70.86048; 32; 23; 22;   1.181270;17.012;17.247;16.613; -0.036; 0.059; 1.237; 0.000;   0.000; 0.960;DCEP_MULTI   ;
4108890728502518144;257.49914;-26.56548; 20; 16; 16;   1.181830;15.948;16.485;15.191;  0.090; 0.060; 1.340; 0.000;   0.000; 1.000;BLHER        ;
4652373209998248832;072.57003;-74.23271; 32; 30; 28;   1.186220;16.943;17.252;16.455;  0.026; 0.052; 1.227; 0.059;   0.110; 1.082;DCEP_1O      ;
6634352251749247360;273.53920;-60.85024; 27; 27; 28;   1.186960;15.293;15.394;14.912;  0.149; 0.042; 1.240; 0.117;   1.724; 1.087;ACEP_F       ;
5328292657420033408;131.64116;-48.64938; 32; 25; 27;   1.197030;17.758;18.601;16.708;  0.151; 0.104; 1.495; 0.408;   2.466; 1.076;ACEP_F       ;N
6046808525330579712;252.12103;-24.99222; 31; 31; 28;   1.198080;15.355;15.694;14.831; -0.100; 0.067; 1.230; 0.000;   0.000; 0.989;BLHER        ;
6652381596744276480;274.03130;-55.73231; 28; 27; 26;   1.200600;14.829;15.073;14.416;  0.044; 0.034; 1.206; 0.000;   0.000; 1.062;BLHER        ;
4650275547972932608;084.58900;-74.11395; 29; 23; 23;   1.200740;16.627;16.914;16.174; -0.024; 0.048; 1.214; 0.000;   0.000; 0.999;DCEP_1O      ;
5431999418776812160;147.18258;-39.35818; 49; 43; 48;   1.201720;13.339;13.651;12.849;  0.199; 0.018; 1.228; 0.000;   0.000; 1.135;BLHER        ;
4685118349894560128;007.25192;-75.20856; 31; 29; 27;   1.203270;17.112;17.301;16.781; -0.099; 0.077; 1.193; 0.211;   1.300; 1.064;DCEP_1O      ;
4037627875180051456;273.68491;-37.63931; 16; 14; 13;   1.203760;15.875;16.182;15.460;  0.055; 0.058; 1.234; 0.000;   0.000; 0.987;OTHER        ;
6733431615373985024;278.16761;-36.09008; 18; 16; 16;   1.203900;15.557;15.927;15.112;  0.051; 0.049; 1.209; 0.000;   0.000; 1.004;---          ;
6269240620965524992;213.90281;-28.71985; 16; 15; 15;   1.207970;10.579;11.667; 9.558;  0.206; 0.032; 1.379; 0.000;   0.000; 1.212;OTHER        ;
4637614151878607232;020.74650;-76.24745; 31; 26; 25;   1.208570;17.799;17.950;17.365; -0.006; 0.094; 1.271; 0.170;   0.407; 1.071;DCEP_F       ;
4358079989286734336;248.37722;-02.83732; 40; 36; 36;   1.209400;15.261;15.692;14.649;  0.097; 0.049; 1.254; 0.000;   0.000; 1.042;ACEP_F       ;
4068787244472118784;266.73672;-23.16803; 19; 17; 17;   1.209440;15.897;16.643;14.931;  0.056; 0.051; 1.408; 0.000;   0.000; 0.990;BLHER        ;
